cycle,n,area_sim,area_expected,V_hom,f_dot,dNdt,dMdt,M,anomaly
555,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22066545.987836,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
556,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-22106234.021986,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
557,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-22145922.056137,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
558,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22185610.090288,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
559,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22225298.124439,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
560,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22264986.158589,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
561,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-22304674.192740,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
562,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22344362.226891,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
563,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-22384050.261042,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
564,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-22423738.295193,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
565,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-22463426.329343,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
566,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-22503114.363494,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
567,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22542802.397645,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
568,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22582490.431796,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
569,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-22622178.465946,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
570,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-22661866.500097,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
571,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22701554.534248,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
572,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22741242.568399,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
573,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22780930.602550,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
574,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22820618.636700,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
575,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-22860306.670851,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
576,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-22899994.705002,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
577,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-22939682.739153,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
578,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22979370.773304,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
579,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-23019058.807454,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
580,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-23058746.841605,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
581,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-23098434.875756,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
582,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-23138122.909907,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
583,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23177810.944057,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
584,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23217498.978208,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
585,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23257187.012359,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
586,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-23296875.046510,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
587,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-23336563.080661,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
588,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23376251.114811,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
589,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23415939.148962,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
590,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23455627.183113,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
591,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23495315.217264,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
592,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-23535003.251414,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
593,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23574691.285565,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
594,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-23614379.319716,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
595,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23654067.353867,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
596,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23693755.388018,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
597,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-23733443.422168,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
598,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23773131.456319,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
599,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-23812819.490470,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
600,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-23852507.524621,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
601,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-23892195.558772,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
602,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-23931883.592922,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
603,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-23971571.627073,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
604,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-24011259.661224,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
605,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24050947.695375,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
606,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-24090635.729525,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
607,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24130323.763676,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
608,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-24170011.797827,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
609,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-24209699.831978,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
610,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-24249387.866129,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
611,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24289075.900279,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
612,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-24328763.934430,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
613,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-24368451.968581,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
614,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24408140.002732,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
615,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24447828.036883,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
616,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-24487516.071033,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
617,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-24527204.105184,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
618,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24566892.139335,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
619,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-24606580.173486,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
620,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-24646268.207636,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
621,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24685956.241787,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
622,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-24725644.275938,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
623,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-24765332.310089,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
624,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-24805020.344240,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
625,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-24844708.378390,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
626,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-24884396.412541,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
627,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-24924084.446692,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
628,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-24963772.480843,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
629,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-25003460.514993,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
630,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-25043148.549144,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
631,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-25082836.583295,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
632,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-25122524.617446,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
633,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-25162212.651597,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
634,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-25201900.685747,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
635,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-25241588.719898,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
636,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-25281276.754049,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
637,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-25320964.788200,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
638,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-25360652.822351,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
639,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-25400340.856501,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
640,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-25440028.890652,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
641,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-25479716.924803,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
642,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-25519404.958954,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
643,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-25559092.993104,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
644,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-25598781.027255,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
645,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-25638469.061406,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
646,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-25678157.095557,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
647,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-25717845.129708,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
648,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-25757533.163858,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
649,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-25797221.198009,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
650,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-25836909.232160,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
651,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-25876597.266311,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
652,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-25916285.300461,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
653,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-25955973.334612,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
654,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-25995661.368763,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
655,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26035349.402914,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
656,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26075037.437065,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
657,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26114725.471215,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
658,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-26154413.505366,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
659,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-26194101.539517,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
660,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26233789.573668,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
661,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-26273477.607819,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
662,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26313165.641969,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
663,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26352853.676120,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
664,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26392541.710271,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
665,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26432229.744422,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
666,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26471917.778572,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
667,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-26511605.812723,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
668,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26551293.846874,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
669,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-26590981.881025,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
670,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-26630669.915176,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
671,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26670357.949326,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
672,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-26710045.983477,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
673,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-26749734.017628,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
674,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-26789422.051779,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
675,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-26829110.085929,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
676,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26868798.120080,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
677,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-26908486.154231,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
678,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-26948174.188382,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
679,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-26987862.222533,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
680,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-27027550.256683,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
681,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27067238.290834,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
682,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-27106926.324985,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
683,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-27146614.359136,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
684,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27186302.393287,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
685,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-27225990.427437,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
686,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-27265678.461588,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
687,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-27305366.495739,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
688,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27345054.529890,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
689,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-27384742.564040,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
690,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-27424430.598191,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
691,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-27464118.632342,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
692,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-27503806.666493,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
693,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27543494.700644,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
694,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-27583182.734794,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
695,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27622870.768945,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
696,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-27662558.803096,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
697,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-27702246.837247,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
698,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-27741934.871397,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
699,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-27781622.905548,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
700,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27821310.939699,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
701,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-27860998.973850,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
702,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27900687.008001,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
703,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-27940375.042151,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
704,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-27980063.076302,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
705,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-28019751.110453,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
706,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-28059439.144604,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
707,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-28099127.178755,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
708,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-28138815.212905,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
709,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-28178503.247056,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
710,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-28218191.281207,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
711,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-28257879.315358,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
712,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-28297567.349508,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
713,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-28337255.383659,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
714,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-28376943.417810,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
715,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-28416631.451961,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
716,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-28456319.486112,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
717,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-28496007.520262,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
718,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-28535695.554413,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
719,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-28575383.588564,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
720,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-28615071.622715,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
721,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-28654759.656865,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
722,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-28694447.691016,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
723,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-28734135.725167,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
724,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-28773823.759318,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
725,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-28813511.793469,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
726,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-28853199.827619,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
727,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-28892887.861770,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
728,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-28932575.895921,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
729,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-28972263.930072,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
730,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-29011951.964223,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
731,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29051639.998373,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
732,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-29091328.032524,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
733,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-29131016.066675,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
734,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-29170704.100826,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
735,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-29210392.134976,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
736,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-29250080.169127,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
737,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-29289768.203278,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
738,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29329456.237429,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
739,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29369144.271580,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
740,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-29408832.305730,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
