cycle,n,area_sim,area_expected,V_hom,f_dot,dNdt,dMdt,M,anomaly
183,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-7302597.283744,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
184,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-7342285.317895,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
185,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-7381973.352046,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
186,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-7421661.386197,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
187,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-7461349.420347,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
188,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-7501037.454498,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
189,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-7540725.488649,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
190,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-7580413.522800,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
191,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-7620101.556951,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
192,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-7659789.591101,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
193,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-7699477.625252,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
194,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-7739165.659403,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
195,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-7778853.693554,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
196,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-7818541.727704,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
197,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-7858229.761855,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
198,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-7897917.796006,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
199,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-7937605.830157,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
200,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-7977293.864308,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
201,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8016981.898458,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
202,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-8056669.932609,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
203,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8096357.966760,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
204,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8136046.000911,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
205,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-8175734.035061,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
206,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-8215422.069212,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
207,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-8255110.103363,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
208,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8294798.137514,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
209,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-8334486.171665,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
210,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8374174.205815,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
211,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8413862.239966,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
212,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8453550.274117,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
213,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8493238.308268,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
214,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8532926.342419,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
215,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8572614.376569,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
216,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-8612302.410720,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
217,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-8651990.444871,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
218,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-8691678.479022,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
219,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-8731366.513172,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
220,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-8771054.547323,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
221,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-8810742.581474,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
222,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-8850430.615625,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
223,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-8890118.649776,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
224,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-8929806.683926,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
225,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-8969494.718077,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
226,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-9009182.752228,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
227,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-9048870.786379,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
228,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-9088558.820529,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
229,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9128246.854680,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
230,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-9167934.888831,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
231,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-9207622.922982,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
232,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-9247310.957133,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
233,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-9286998.991283,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
234,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-9326687.025434,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
235,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-9366375.059585,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
236,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-9406063.093736,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
237,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9445751.127887,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
238,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9485439.162037,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
239,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-9525127.196188,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
240,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-9564815.230339,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
241,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-9604503.264490,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
242,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9644191.298640,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
243,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-9683879.332791,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
244,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-9723567.366942,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
245,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9763255.401093,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
246,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-9802943.435244,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
247,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-9842631.469394,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
248,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-9882319.503545,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
249,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-9922007.537696,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
250,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-9961695.571847,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
251,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10001383.605998,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
252,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10041071.640148,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
253,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-10080759.674299,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
254,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-10120447.708450,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
255,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10160135.742601,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
256,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10199823.776751,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
257,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10239511.810902,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
258,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-10279199.845053,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
259,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10318887.879204,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
260,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-10358575.913355,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
261,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-10398263.947505,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
262,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10437951.981656,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
263,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10477640.015807,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
264,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-10517328.049958,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
265,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10557016.084108,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
266,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-10596704.118259,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
267,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-10636392.152410,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
268,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-10676080.186561,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
269,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10715768.220712,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
270,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10755456.254862,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
271,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-10795144.289013,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
272,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-10834832.323164,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
273,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-10874520.357315,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
274,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-10914208.391466,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
275,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-10953896.425616,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
276,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-10993584.459767,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
277,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-11033272.493918,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
278,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-11072960.528069,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
279,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-11112648.562219,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
280,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-11152336.596370,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
281,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11192024.630521,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
282,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-11231712.664672,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
283,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-11271400.698823,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
284,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-11311088.732973,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
285,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-11350776.767124,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
286,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-11390464.801275,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
287,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-11430152.835426,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
288,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-11469840.869576,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
289,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11509528.903727,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
290,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-11549216.937878,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
291,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-11588904.972029,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
292,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-11628593.006180,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
293,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11668281.040330,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
294,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-11707969.074481,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
295,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11747657.108632,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
296,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11787345.142783,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
297,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-11827033.176934,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
298,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-11866721.211084,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
299,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-11906409.245235,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
300,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-11946097.279386,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
301,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-11985785.313537,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
302,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-12025473.347687,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
303,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-12065161.381838,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
304,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12104849.415989,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
305,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12144537.450140,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
306,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12184225.484291,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
307,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12223913.518441,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
308,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-12263601.552592,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
309,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12303289.586743,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
310,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-12342977.620894,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
311,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-12382665.655044,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
312,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12422353.689195,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
313,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-12462041.723346,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
314,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12501729.757497,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
315,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-12541417.791648,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
316,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12581105.825798,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
317,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-12620793.859949,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
318,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12660481.894100,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
319,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12700169.928251,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
320,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-12739857.962402,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
321,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-12779545.996552,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
322,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-12819234.030703,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
323,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-12858922.064854,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
324,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12898610.099005,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
325,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12938298.133155,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
326,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-12977986.167306,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
327,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13017674.201457,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
328,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13057362.235608,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
329,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-13097050.269759,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
330,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-13136738.303909,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
331,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-13176426.338060,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
332,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-13216114.372211,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
333,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13255802.406362,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
334,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-13295490.440512,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
335,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13335178.474663,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
336,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13374866.508814,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
337,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13414554.542965,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
338,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-13454242.577116,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
339,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13493930.611266,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
340,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13533618.645417,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
341,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-13573306.679568,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
342,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-13612994.713719,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
343,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13652682.747870,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
344,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-13692370.782020,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
345,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13732058.816171,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
346,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13771746.850322,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
347,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-13811434.884473,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
348,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-13851122.918623,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
349,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-13890810.952774,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
350,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-13930498.986925,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
351,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-13970187.021076,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
352,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-14009875.055227,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
353,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-14049563.089377,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
354,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-14089251.123528,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
355,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-14128939.157679,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
356,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-14168627.191830,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
357,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14208315.225980,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
358,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-14248003.260131,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
359,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-14287691.294282,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
360,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14327379.328433,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
361,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14367067.362584,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
362,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14406755.396734,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
363,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-14446443.430885,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
364,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-14486131.465036,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
365,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-14525819.499187,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
366,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14565507.533338,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
367,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-14605195.567488,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
368,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-14644883.601639,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
